UserId,TransactionId,TransactionTime,ItemCode,ItemDescription,NumberOfItemsPurchased,CostPerItem,Country
-1,5957512,Mon Apr 02 11:08:00 IST 2018,454293,SUNFLOWER DECORATIVE PARASOL,3,11.45,United Kingdom
375564,5906373,Wed Feb 14 08:11:00 IST 2018,1783824,SET OF 6 KASHMIR FOLKART BAUBLES,6,5.87,United Kingdom
303576,6180834,Fri Oct 12 11:00:00 IST 2018,1775256,ENGLISH ROSE NOTEBOOK A7 SIZE,3,0.58,United Kingdom
-1,6298039,Sat Jan 05 13:03:00 IST 2019,1764651,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,5.7,United Kingdom
-1,6330247,Mon Jan 21 12:14:00 IST 2019,477855,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2.25,United Kingdom
-1,6170186,Wed Oct 03 05:20:00 IST 2018,1782396,GREEN HEART COMPACT MIRROR,3,3.4,United Kingdom
314958,6048966,Sun Jun 24 12:28:00 IST 2018,463617,6 RIBBONS RUSTIC CHARM,3,2.28,United Kingdom
262164,6320050,Wed Jan 16 11:18:00 IST 2019,787059,CUBIC MUG FLOCK PINK ON BROWN,36,0.54,Spain
380289,6269615,Tue Dec 18 14:47:00 IST 2018,474348,CARD HOLDER GINGHAM HEART,6,3.99,United Kingdom
305802,6247384,Tue Dec 04 15:54:00 IST 2018,464961,CHRISTMAS CRAFT TREE TOP ANGEL,9,2.9,United Kingdom
284655,6094770,Fri Aug 03 07:06:00 IST 2018,486507,SMALL CERAMIC TOP STORAGE JAR ,48,1.15,United Kingdom
-1,6306190,Wed Jan 09 10:51:00 IST 2019,491316,LE JARDIN BOTANIQUE CUSHION COVER,3,5.18,Switzerland
332976,6093285,Wed Aug 01 06:32:00 IST 2018,786450,CERAMIC CAKE BOWL + HANGING CAKES,3,4.08,United Kingdom
296016,6331677,Tue Jan 22 08:37:00 IST 2019,479157,CARD SUKI BIRTHDAY,3,0.58,United Kingdom
267708,6132764,Sun Sep 02 05:18:00 IST 2018,1786239,FRENCH ENAMEL WATER BASIN,3,5.18,United Kingdom
344799,5971548,Sun Apr 15 08:25:00 IST 2018,441714,REX CASH+CARRY JUMBO SHOPPER,6,1.32,United Kingdom
288456,6385797,Fri Feb 15 11:19:00 IST 2019,1786491,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,0.54,United Kingdom
275373,6053982,Sat Jun 30 07:13:00 IST 2018,463890,PAPER BUNTING RETROSPOT,9,4.08,United Kingdom
295197,6229146,Fri Nov 23 10:58:00 IST 2018,480942,TOTE BAG I LOVE LONDON,36,2.9,United Kingdom
-1,5995858,Sat May 12 06:15:00 IST 2018,474054,HEART WOODEN CHRISTMAS DECORATION,3,2.25,United Kingdom
-1,6230906,Sat Nov 24 11:40:00 IST 2018,463596,6 RIBBONS EMPIRE  ,9,1.73,United Kingdom
285348,6362004,Tue Feb 05 06:42:00 IST 2019,486948,VINTAGE  2 METRE FOLDING RULER,36,2.28,United Kingdom
313131,6353743,Sat Feb 02 06:02:00 IST 2019,490371,ROLL WRAP 50'S CHRISTMAS,36,1.73,EIRE
306327,5950483,Mon Mar 26 09:16:00 IST 2018,1787583,WHITE HANGING HEART T-LIGHT HOLDER,3,4.08,United Kingdom
-1,5982999,Sat Apr 28 08:32:00 IST 2018,467208,DECORATION  PINK CHICK MAGIC GARDEN,3,2.25,United Kingdom
336693,6239024,Fri Nov 30 11:41:00 IST 2018,485583,COCKTAIL SWORDS 50 PIECES,12,1.15,United Kingdom
345954,6264731,Sun Dec 16 10:33:00 IST 2018,486948,VINTAGE  2 METER FOLDING RULER,3,2.28,United Kingdom
333102,5900411,Mon Feb 12 07:21:00 IST 2018,1764630,ENGLISH ROSE HOT WATER BOTTLE,3,5.87,United Kingdom
296016,6309336,Sat Jan 12 10:09:00 IST 2019,477288,ALARM CLOCK BAKELIKE PINK,3,10.3,United Kingdom
278628,6047657,Sun Jun 24 07:58:00 IST 2018,487368,LUNCH BAG VINTAGE LEAF DESIGN,9,2.28,United Kingdom
-1,6029782,Sun Jun 10 09:42:00 IST 2018,470064,LUNCH BAG PINK POLKADOT,6,6.85,United Kingdom
286167,6127374,Tue Aug 28 09:50:00 IST 2018,487746,FILIGREE HEART DAISY WHITE,72,1.73,United Kingdom
278523,6232655,Sun Nov 25 12:27:00 IST 2018,444675,GIN + TONIC DIET METAL SIGN,6,3.52,United Kingdom
295260,6231401,Sun Nov 25 06:25:00 IST 2018,486948,VINTAGE  2 METER FOLDING RULER,36,2.28,United Kingdom
304626,6264764,Sun Dec 16 10:42:00 IST 2018,491379,HOME SWEET HOME HANGING HEART,3,1.18,United Kingdom
-1,6033544,Tue Jun 12 10:33:00 IST 2018,460551,JUMBO STORAGE BAG SUKI,12,5.7,United Kingdom
376131,6377294,Mon Feb 11 10:52:00 IST 2019,1787079,JUMBO BAG RED RETROSPOT,24,2.88,United Kingdom
355551,5907594,Fri Feb 16 07:40:00 IST 2018,477372,3D VINTAGE CHRISTMAS STICKERS ,3,1.73,United Kingdom
-1,6358715,Sun Feb 03 11:41:00 IST 2019,494214,WALL ART STOP FOR TEA ,6,17.2,United Kingdom
361998,6238386,Wed Nov 28 09:53:00 IST 2018,487263,JUMBO BAG VINTAGE DOILY ,6,2.88,United Kingdom
353703,5991095,Sun May 06 07:58:00 IST 2018,482349,HOMEMADE JAM SCENTED CANDLES,72,2.01,United Kingdom
301056,6070449,Mon Jul 16 11:37:00 IST 2018,449295,BLUE POLKADOT BEAKER ,144,0.54,United Kingdom
279804,6045545,Sat Jun 23 06:59:00 IST 2018,468636,200 BENDY SKULL STRAWS,576,1.47,United Kingdom
-1,6092790,Tue Jul 31 12:32:00 IST 2018,1789242,HANGING WOOD AND FELT HEART,3,1.1,United Kingdom
-1,6168492,Mon Oct 01 12:12:00 IST 2018,450219,BASKET OF TOADSTOOLS,6,1.73,United Kingdom
-1,6286588,Sat Dec 29 11:27:00 IST 2018,469098,STAR DECORATION PAINTED ZINC ,9,0.87,United Kingdom
361641,6383190,Wed Feb 13 09:35:00 IST 2019,481089,SET OF 20 VINTAGE CHRISTMAS NAPKINS,21,1.18,United Kingdom
-1,6334625,Wed Jan 23 09:06:00 IST 2019,358764,FAIRY DREAMS INCENSE ,3,0.58,United Kingdom
331989,6319203,Wed Jan 16 08:05:00 IST 2019,493437,CLASSIC CHROME BICYCLE BELL ,-36,2.01,United Kingdom
315105,6041695,Tue Jun 19 07:59:00 IST 2018,786387,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2.06,United Kingdom
375165,5921806,Wed Feb 21 10:53:00 IST 2018,481404,FRIDGE MAGNETS LA VIE EN ROSE,36,1.18,United Kingdom
269661,5957281,Mon Apr 02 08:38:00 IST 2018,999390,BLUE HAPPY BIRTHDAY BUNTING,6,7.53,United Kingdom
-1,5994208,Tue May 08 14:07:00 IST 2018,461853,FLORAL FOLK STATIONERY SET,3,3.4,United Kingdom
374661,6039154,Sun Jun 17 11:00:00 IST 2018,455028,RED STRIPE CERAMIC DRAWER KNOB,18,1.73,United Kingdom
-1,6149605,Sun Sep 16 13:09:00 IST 2018,474810,PENS ASSORTED FUNNY FACE,99,0.58,United Kingdom
289191,6040683,Mon Jun 18 11:47:00 IST 2018,475902,LUNCH BAG DOLLY GIRL DESIGN,30,2.28,United Kingdom
382746,6146250,Fri Sep 14 06:47:00 IST 2018,435225,LUNCH BAG RED RETROSPOT,60,2.28,United Kingdom
315924,6309061,Sat Jan 12 09:35:00 IST 2019,1784937,CHILDRENS CUTLERY POLKADOT PINK,9,5.73,United Kingdom
-1,6188083,Wed Oct 17 12:34:00 IST 2018,489489,SET OF 60 I LOVE LONDON CAKE CASES ,3,1.73,United Kingdom
374661,6301515,Mon Jan 07 09:01:00 IST 2019,1734138,KITCHEN METAL SIGN,6,0.76,United Kingdom
316239,6135206,Mon Sep 03 08:24:00 IST 2018,473571,PLASTERS IN TIN SPACEBOY,3,2.28,United Kingdom
374850,5900466,Mon Feb 12 07:33:00 IST 2018,1732206,WOOD S/3 CABINET ANT WHITE FINISH,12,9.6,United Kingdom
355551,6026581,Fri Jun 08 10:28:00 IST 2018,479955,FINE WICKER HEART ,9,1.73,United Kingdom
-1,6244337,Mon Dec 03 11:24:00 IST 2018,464310,BIRD HOUSE HOT WATER BOTTLE,3,10.3,United Kingdom
